id,author_id,created_at,date,hour,lang,body,has_ozempic,has_wegovy,has_semaglutide,has_mounjaro,has_zepbound,has_tirzepatide,has_retatrutide,has_glp1,has_weight_loss_drug,drug_in_text,drug_in_username,drug_in_link,is_rt,is_reply,is_quote,like_count,reply_count,retweet_count,quote_count,views_count,bookmarks_count,source,reply_to_status_id,reply_to_user_id,conversation_id,poll,embed,quoting_id,added_at,media,synced,embedded,version,source_file,snapshots,first_seen,has_media,topics,drugs,intent,emotions,stance,speaker,risks,named,confidence,topic_affordability_access,topic_grey_market,topic_telehealth_rx,topic_marketing_promo,topic_side_effects_safety,topic_medical_condition,topic_personal_experience,topic_cosmetic_vanity_use,topic_weight_loss_results,topic_celebrity_watch,topic_culture_war_body,topic_eating_disorder,topic_appearance_commentary,topic_politics_policy,topic_pharma_industry_critique,topic_finance_investing,topic_science_news,topic_conspiracy_misinfo,topic_humor_meme,topic_dating_sexual,topic_religion_morality,topic_fitness_muscle,topic_food_industry,topic_off_label_use,topic_spam_irrelevant,risk_grey_market_sourcing,risk_vendor_solicitation,risk_unverified_dosing_advice,risk_eating_disorder_signal,risk_self_harm_signal,risk_medical_misinformation,risk_minor_involved,risk_hateful_content,label_problems
2090816419462107474,2048528711322865664,2026-08-21 15:00:54+00:00,2026-08-21,15,en,"Glp1s are good but not to be on forever,I've started a glp1 especially as a woman with PCOS and it's been helping me a lot, with a glp1 u still have to put in work, u still have to workout, change eating habits and ur lifestyles it's not just take it and ur done,  but glp1s can",False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,0.0,0.0,0.0,476.0,0.0,,,,2090816419462107474,,,2090564479147028672,2026-08-22 17:23:42.219000+00:00,,0,0,2026-08-22 17:23:41.890000+00:00,109,1,2026-08-22 17:23:41.890000+00:00,False,personal_experience|medical_condition,glp1_generic,share_experience,hopeful_excited,positive,current_user,,,high,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090816963115110536,2417925421,2026-08-21 15:03:04+00:00,2026-08-21,15,en,Overlooked after yesterday’s $MRNA/ $MRK cancer vaccine pop: $DNA. ~$479M market cap with big milestones tied to both + Novo Nordisk GLP-1 manufacturing. Same yield tech that helped Moderna during COVID. First add in a long time after years of cuts. 🚀,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,210.0,0.0,,,,2090816963115110536,,,,2026-08-24 15:28:42.184000+00:00,,0,0,2026-08-24 15:28:41.286000+00:00,109,1,2026-08-24 15:28:41.286000+00:00,False,finance_investing,glp1_generic,inform_news,neutral_factual,neutral,observer_commentator,,$MRNA|$MRK|$DNA|Novo Nordisk,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090817048217616646,46448402,2026-08-21 15:03:24+00:00,2026-08-21,15,en,"RT @JanciToxDoc: Don’t take another shot—  not a vaccine— not a weight loss drug, not anything unless you must—  in this current climate of…",False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,0.0,0.0,96.0,0.0,2.0,0.0,,,,2090817048217616646,,,,2026-08-21 15:59:05.001000+00:00,,0,0,2026-08-21 15:59:03.325000+00:00,109,1,2026-08-21 15:59:03.325000+00:00,False,conspiracy_misinfo,glp1_generic,criticize_attack,angry|anxious_fearful,strongly_negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090817183471513986,469043065,2026-08-21 15:03:56+00:00,2026-08-21,15,en,RT @jennythecowgirl: I’m tired of all this GLP-1 propaganda… just get your fat ass in the gym!!! idk why y’all are allergic to hard work wh…,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.0,0.0,204.0,0.0,2.0,0.0,,,,2090817183471513986,,,,2026-08-23 09:49:26.137000+00:00,,0,0,2026-08-23 09:49:25.654000+00:00,109,1,2026-08-23 09:49:25.654000+00:00,False,fitness_muscle|culture_war_body,glp1_generic,criticize_attack,angry,negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,
2090818086735688092,1278757803738517504,2026-08-21 15:07:32+00:00,2026-08-21,15,es,Las gordas de la isla deben tomar ejemplo de la gobernadora y tomar ozempic https://t.co/araKzBqJQH,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.0,0.0,1.0,0.0,280.0,0.0,,,,2090818086735688092,,,,2026-08-27 16:49:14.007000+00:00,"[{""type"":""photo"",""url"":""https://pbs.twimg.com/media/HQQT-AsXEAAH0MD.jpg"",""expanded"":""https://x.com/SANTOXXXIII/status/2090818086735688092/photo/1"",""id_str"":""2090818083065630720"",""width"":1455,""height"":925}]",0,0,2026-08-27 16:49:13.798000+00:00,109,1,2026-08-27 16:49:13.798000+00:00,True,appearance_commentary|politics_policy,ozempic,opinion_argue,shaming_mocking,negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090818091743650256,1223373298026893312,2026-08-21 15:07:33+00:00,2026-08-21,15,pt,"RT @punkequeijo: N pode aplicar botox, nao pode fazer anestesia geral, nao pode prescrever ozempic, vai sobrar o que pra medicina supraclav…",True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,210.0,0.0,0.0,0.0,,,,2090818091743650256,,,,2026-08-22 08:50:34.033000+00:00,,0,0,2026-08-22 08:50:33.220000+00:00,109,1,2026-08-22 08:50:33.220000+00:00,False,humor_meme,ozempic,joke,joking,unclear,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090818104221696473,1733516139051802624,2026-08-21 15:07:36+00:00,2026-08-21,15,pt,"RT @folha: Eurofarma reduz preço de caneta de semaglutida Poviztra em até 39% nas doses de 1,7 mg e 2,4 mg
https://t.co/msBOqWnRG8",False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,3.0,0.0,0.0,0.0,,,,2090818104221696473,,,,2026-08-21 20:12:00.065000+00:00,,0,0,2026-08-21 20:11:59.510000+00:00,109,1,2026-08-21 20:11:59.510000+00:00,False,affordability_access|marketing_promo,semaglutide,inform_news,neutral_factual,neutral,observer_commentator,,Eurofarma|Poviztra,high,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090818712777445506,802004684961480704,2026-08-21 15:10:01+00:00,2026-08-21,15,en,RT @BradStanfieldMD: David Sinclair (@davidasinclair) on the @joerogan podcast said that GLP-1s (such as Ozempic) have double sudden blindn…,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.0,0.0,14.0,0.0,0.0,0.0,,,,2090818712777445506,,,,2026-08-22 05:30:22.592000+00:00,,0,0,2026-08-22 05:30:22.272000+00:00,109,1,2026-08-22 05:30:22.272000+00:00,False,side_effects_safety|science_news,ozempic|glp1_generic,criticize_attack,angry,negative,observer_commentator,,David Sinclair|Joe Rogan,high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090818722097156581,22295188,2026-08-21 15:10:03+00:00,2026-08-21,15,pt,Acho que a Pitty ozempicou,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,9.0,0.0,,,,2090818722097156581,,,,2026-08-22 18:02:25.119000+00:00,,0,0,2026-08-22 18:02:24.764000+00:00,109,1,2026-08-22 18:02:24.764000+00:00,False,celebrity_watch|appearance_commentary,ozempic,gossip_speculate,neutral_factual,neutral,observer_commentator,,Pitty,high,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090818790967652354,1797282650668797953,2026-08-21 15:10:19+00:00,2026-08-21,15,en,"Short IQVIA GLP1 update

Wegovy pill was up by 8% to TRx 176,373. New record.

If we use capture rate at 64% ( has for multiple weeks been guided between 60-65% by $NVO) then todays number means true TRx crossed 275K for the first time.

I dont have IQVIA TRx data for the",False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,58.0,4.0,2.0,0.0,4898.0,5.0,,,,2090818790967652354,,,2088228093672432089,2026-08-22 14:53:48.030000+00:00,,0,0,2026-08-22 14:53:47.395000+00:00,109,1,2026-08-22 14:53:47.395000+00:00,False,finance_investing,wegovy,inform_news,neutral_factual,neutral,observer_commentator,,$NVO,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090819227846357241,175181021,2026-08-21 15:12:04+00:00,2026-08-21,15,es,Vacuna puesta. He tenido que esperar 10 minutos por si me daba un jama supongo. Y ya está empezando a picarme la zona. Suelo tener la piel muy reactiva que hasta el Mounjaro me da reacción,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,5.0,1.0,0.0,1.0,966.0,0.0,,,,2090819227846357241,,,,2026-08-25 08:58:36.756000+00:00,,0,0,2026-08-25 08:58:36.539000+00:00,109,1,2026-08-25 08:58:36.539000+00:00,False,side_effects_safety|personal_experience,mounjaro,share_experience,neutral_factual,neutral,current_user,,,high,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090819258137604345,1537200167102849031,2026-08-21 15:12:11+00:00,2026-08-21,15,es,RT @SANTOXXXIII: Las gordas de la isla deben tomar ejemplo de la gobernadora y tomar ozempic https://t.co/araKzBqJQH,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,1.0,0.0,2.0,0.0,,,,2090819258137604345,,,,2026-08-21 20:56:10.716000+00:00,"[{""type"":""photo"",""url"":""https://pbs.twimg.com/media/HQQT-AsXEAAH0MD.jpg"",""expanded"":""https://x.com/SANTOXXXIII/status/2090818086735688092/photo/1"",""id_str"":""2090818083065630720"",""width"":1455,""height"":925}]",0,0,2026-08-21 20:56:09.761000+00:00,109,1,2026-08-21 20:56:09.761000+00:00,True,appearance_commentary|politics_policy,ozempic,opinion_argue,shaming_mocking,negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090819623314735589,759266190,2026-08-21 15:13:38+00:00,2026-08-21,15,es,"RT @pitiklinov: El mayor reto actual de las grandes compañías de alimentos envasados es la irrupción de los fármacos GLP-1 (como Ozempic, W…",True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.0,0.0,194.0,0.0,1.0,0.0,,,,2090819623314735589,,,,2026-08-22 05:12:27.945000+00:00,,0,0,2026-08-22 05:12:26.425000+00:00,109,1,2026-08-22 05:12:26.425000+00:00,False,food_industry,ozempic|wegovy|mounjaro|zepbound,inform_news,neutral_factual,neutral,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,
2090819784732443052,453410285,2026-08-21 15:14:16+00:00,2026-08-21,15,en,"RT @peptidepirate: Reta BASICS deep dive 🏴‍☠️🏆🏴‍☠️🏆🏴‍☠️🏆
———————————————————

If you are starting retatrutide bookmark this and read it twi…",False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.0,0.0,12.0,0.0,0.0,0.0,,,,2090819784732443052,,,,2026-08-22 10:18:18.064000+00:00,,0,0,2026-08-22 10:18:13.612000+00:00,109,1,2026-08-22 10:18:13.612000+00:00,False,grey_market|science_news,retatrutide,give_advice,neutral_factual,neutral,observer_commentator,grey_market_sourcing|unverified_dosing_advice,,high,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,
2090820167957659740,1844195125884227590,2026-08-21 15:15:48+00:00,2026-08-21,15,en,RT @realnikohouse: Dan Bilzerian was more than likely cheated in his campaign against Zionist shill and future ozempic patient Randy Fine.…,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,349.0,0.0,0.0,0.0,,,,2090820167957659740,,,,2026-08-22 02:02:23.874000+00:00,,0,0,2026-08-22 02:02:23.242000+00:00,109,1,2026-08-22 02:02:23.242000+00:00,False,politics_policy|celebrity_watch,ozempic,criticize_attack,angry,negative,observer_commentator,,Dan Bilzerian|Randy Fine,high,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090820458056712380,2009805748797353986,2026-08-21 15:16:57+00:00,2026-08-21,15,en,"Capstone Peptides has Retatrutide in stock!

Use code PROFPEPTIDE for 10% off. 🔥

Capstone Peptides also carries other metabolic peptides including Tirzepatide, Semaglutide, Cagrilintide and MOTS-C.

Accumark Labs per-lot certificates, publicly verifiable — ≥98% purity",False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,55.0,0.0,,,,2090820458056712380,,,,2026-08-22 07:45:27.553000+00:00,,0,0,2026-08-22 07:45:27.335000+00:00,109,1,2026-08-22 07:45:27.335000+00:00,False,marketing_promo|grey_market,retatrutide|tirzepatide|semaglutide,promote_sell,neutral_factual,positive,seller_vendor,vendor_solicitation|grey_market_sourcing,Capstone Peptides,high,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,
2090820726198571166,787668169959890945,2026-08-21 15:18:01+00:00,2026-08-21,15,en,RT @BradStanfieldMD: David Sinclair (@davidasinclair) on the @joerogan podcast said that GLP-1s (such as Ozempic) have double sudden blindn…,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.0,0.0,31.0,0.0,2.0,0.0,,,,2090820726198571166,,,,2026-08-23 14:11:46.711000+00:00,,0,0,2026-08-23 14:11:46.358000+00:00,109,1,2026-08-23 14:11:46.358000+00:00,False,side_effects_safety|science_news,ozempic|glp1_generic,criticize_attack,angry,negative,observer_commentator,,David Sinclair|Joe Rogan,high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090820831819579404,1111613936590352384,2026-08-21 15:18:26+00:00,2026-08-21,15,en,If you worked out and trained hard you wouldn’t need mounjaro you spastic,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1760.0,28.0,22.0,4.0,471906.0,55.0,,,,2090820831819579404,,,,2026-08-26 23:24:35.668000+00:00,,0,0,2026-08-26 23:24:35.203000+00:00,109,1,2026-08-26 23:24:35.203000+00:00,False,fitness_muscle|culture_war_body,mounjaro,criticize_attack,shaming_mocking|angry,negative,observer_commentator,hateful_content,,high,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,
2090820933728477312,1518769234398040064,2026-08-21 15:18:50+00:00,2026-08-21,15,en,"RT @DrKrisEdward: I prescribe ozempic, wegovy, mounjaro.

These risks are very real.

This is what happens when you take a GLP medication w…",True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,3.0,0.0,0.0,0.0,,,,2090820933728477312,,,,2026-08-22 17:48:27.354000+00:00,,0,0,2026-08-22 17:48:27.001000+00:00,109,1,2026-08-22 17:48:27.001000+00:00,False,side_effects_safety,ozempic|wegovy|mounjaro,inform_news,neutral_factual,neutral,health_professional,,,high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090821045431222434,2734274032,2026-08-21 15:19:17+00:00,2026-08-21,15,en,Ozempic has some of you withering away,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,0.0,72.0,0.0,,,,2090821045431222434,,,,2026-09-01 11:49:44.802000+00:00,,0,0,2026-09-01 11:49:44.105000+00:00,109,2,2026-08-30 22:08:43.845000+00:00,False,appearance_commentary,ozempic,opinion_argue,shaming_mocking,negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090821211995398500,1349086160056950786,2026-08-21 15:19:57+00:00,2026-08-21,15,en,Maybe if you looked at obesity as a medical condition and not just a moral failing of individuals we’d get somewhere. We don’t tell people with hypertension or diabetes to not take medication to treat and manage their condition but dunces like you want to do that with GLP-1s,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,0.0,0.0,0.0,36.0,1.0,,,,2090821211995398500,,,2090564479147028672,2026-08-21 17:59:29.844000+00:00,,0,0,2026-08-21 17:59:29.569000+00:00,109,1,2026-08-21 17:59:29.569000+00:00,False,medical_condition|culture_war_body,glp1_generic,opinion_argue,argumentative,positive,observer_commentator,,,high,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090821300830806494,1947150597104517120,2026-08-21 15:20:18+00:00,2026-08-21,15,en,"GLP-1 concentration is LLY's biggest hidden risk. This tail-risk analysis covers safety, pricing, competition, and supply shocks that could crack the growth story. Don't hold without reading. $LLY #LLY #TailRisk #Investing https://t.co/6N4BlnUYNY https://t.co/wOdrn5rPML",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,9.0,0.0,,,,2090821300830806494,,,,2026-08-22 18:19:37.740000+00:00,"[{""type"":""photo"",""url"":""https://pbs.twimg.com/media/HQQW5GHXYAAD3OL.jpg"",""expanded"":""https://x.com/kapualabs/status/2090821300830806494/photo/1"",""id_str"":""2090821297156612096"",""width"":1536,""height"":1024}]",0,0,2026-08-22 18:19:37.373000+00:00,109,1,2026-08-22 18:19:37.373000+00:00,True,finance_investing|side_effects_safety,glp1_generic,inform_news,neutral_factual,neutral,observer_commentator,,$LLY,high,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090821408158883929,1267200369312043008,2026-08-21 15:20:43+00:00,2026-08-21,15,pt,"Comecei a enjeitar o retatrutida faz pouco tempo e tava tudo bem, mas hoje eu tô mais enjoada que gravida nos primeiros meses de gestação 🥲",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,91.0,0.0,,,,2090821408158883929,,,,2026-08-31 03:53:43.861000+00:00,,0,0,2026-08-31 03:53:43.361000+00:00,109,1,2026-08-31 03:53:43.361000+00:00,False,personal_experience|side_effects_safety,retatrutide,share_experience,sad_defeated,mixed,current_user,,,high,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090821415587156272,1408103330602045440,2026-08-21 15:20:45+00:00,2026-08-21,15,en,Emily says she takes a GLP 1 every few weeks for maintenance. She also reveals her goal weight is 10 pounds lighter than she is now #RHOC https://t.co/w9HhwadP51,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,128.0,71.0,7.0,15.0,119953.0,29.0,,,,2090821415587156272,,,,2026-08-31 03:38:11.296000+00:00,"[{""type"":""video"",""url"":""https://pbs.twimg.com/amplify_video_thumb/2090821328609882114/img/gWznlj3U7TlHzCmH.jpg"",""expanded"":""https://x.com/HousewivesHub/status/2090821415587156272/video/1"",""id_str"":""2090821328609882114"",""width"":884,""height"":1446,""video_url"":""https://video.twimg.com/amplify_video/2090821328609882114/vid/avc1/884x1446/AlMPpV0yA77AmEDt.mp4?tag=29"",""duration_ms"":38618}]",0,0,2026-08-31 03:38:09.939000+00:00,109,1,2026-08-31 03:38:09.939000+00:00,True,personal_experience|weight_loss_results,glp1_generic,share_experience,neutral_factual,neutral,current_user,,Emily,high,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090821965309173940,1431917786545233920,2026-08-21 15:22:56+00:00,2026-08-21,15,pt,"RT @MugLutherzin: Estão confundindo o Brasil com os EUA em questão de gordos

Ozempic no SUS pra já",True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,38.0,0.0,0.0,0.0,,,,2090821965309173940,,,,2026-08-22 22:19:59.892000+00:00,,0,0,2026-08-22 22:19:59.247000+00:00,109,1,2026-08-22 22:19:59.247000+00:00,False,affordability_access|politics_policy,ozempic,opinion_argue,angry,negative,observer_commentator,,,high,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090822252602200158,1926414362,2026-08-21 15:24:05+00:00,2026-08-21,15,en,How GLP-1 weight-loss drugs are reshaping the healthcare industry https://t.co/aZSiP3tomE #FoxBusiness,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,0.0,0.0,0.0,0.0,13.0,0.0,,,,2090822252602200158,,,,2026-08-31 18:43:27.937000+00:00,,0,0,2026-08-31 18:43:26.093000+00:00,109,1,2026-08-31 18:43:26.093000+00:00,False,finance_investing,glp1_generic,inform_news,neutral_factual,neutral,observer_commentator,,#FoxBusiness,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090822425604936070,119584649,2026-08-21 15:24:46+00:00,2026-08-21,15,en,"RT @dlifein: Anup Singh &amp; Ira Sahay: ""Ozempic, Mounjaro &amp; The 25,000 Crore Diabetes I... https://t.co/to5veyEUkf via @YouTube",True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,3.0,0.0,10.0,0.0,,,,2090822425604936070,,,,2026-08-23 13:53:35.597000+00:00,,0,0,2026-08-23 13:53:35.243000+00:00,109,1,2026-08-23 13:53:35.243000+00:00,False,finance_investing,ozempic|mounjaro,inform_news,neutral_factual,neutral,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090822427974520882,1351422576090894336,2026-08-21 15:24:47+00:00,2026-08-21,15,pt,"RT @punkequeijo: N pode aplicar botox, nao pode fazer anestesia geral, nao pode prescrever ozempic, vai sobrar o que pra medicina supraclav…",True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,231.0,0.0,0.0,0.0,,,,2090822427974520882,,,,2026-08-25 10:31:48.849000+00:00,,0,0,2026-08-25 10:31:48.341000+00:00,109,1,2026-08-25 10:31:48.341000+00:00,False,humor_meme,ozempic,joke,joking,unclear,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090823059066257737,1289927619723628544,2026-08-21 15:27:17+00:00,2026-08-21,15,en,"RT @JanciToxDoc: Don’t take another shot—  not a vaccine— not a weight loss drug, not anything unless you must—  in this current climate of…",False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,0.0,0.0,191.0,0.0,0.0,0.0,,,,2090823059066257737,,,,2026-08-21 22:30:38.498000+00:00,,0,0,2026-08-21 22:30:37.868000+00:00,110,1,2026-08-21 22:30:37.868000+00:00,False,conspiracy_misinfo,glp1_generic,criticize_attack,angry|anxious_fearful,strongly_negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090823097834201458,900446435111579648,2026-08-21 15:27:26+00:00,2026-08-21,15,en,"RT @EricTopol: The pronounced and early reduction of hs-CRP, biomarker of inflammation, with Ozempic in the big heart disease trial https:/…",True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.0,0.0,130.0,0.0,2.0,0.0,,,,2090823097834201458,,,,2026-08-23 05:33:34.310000+00:00,,0,0,2026-08-23 05:33:33.722000+00:00,110,1,2026-08-23 05:33:33.722000+00:00,False,science_news|medical_condition,ozempic,inform_news,neutral_factual,neutral,observer_commentator,,,high,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090823409227719047,24310693,2026-08-21 15:28:41+00:00,2026-08-21,15,es,"No entiendo la obsesión de las celebridades por la delgadez extrema usando agonistas de GLP1, sobre todo con los efectos secundarios. A mi hermana le dan Semaglutida en el IMSS por su padecimiento médico y dice que la pasa muy mal con los efectos.",False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,0.0,1.0,0.0,0.0,142.0,0.0,,,,2090823409227719047,,,,2026-08-23 08:33:48.324000+00:00,,0,0,2026-08-23 08:33:47.770000+00:00,110,1,2026-08-23 08:33:47.770000+00:00,False,side_effects_safety|celebrity_watch,glp1_generic|semaglutide,opinion_argue,anxious_fearful,negative,observer_commentator,,,high,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090823641978347977,929930489032355840,2026-08-21 15:29:36+00:00,2026-08-21,15,en,"Peptides look like a new health trend only if you ignore the research base.

The U.S. alone produced 13,254 peptide-drug publications, with China at 9,598.

This field was compounding slowly for decades (2005-2024) before GLP-1s made the modality mainstream. https://t.co/GVJTm5Fhoo",False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,16.0,1.0,1.0,0.0,1133.0,2.0,,,,2090823641978347977,,,,2026-08-23 06:35:45.198000+00:00,"[{""type"":""photo"",""url"":""https://pbs.twimg.com/media/HQQZBYuawAAuHJh.jpg"",""expanded"":""https://x.com/maxmarchione/status/2090823641978347977/photo/1"",""id_str"":""2090823638614458368"",""width"":1975,""height"":1404}]",0,0,2026-08-23 06:35:43.520000+00:00,110,1,2026-08-23 06:35:43.520000+00:00,True,science_news,glp1_generic,inform_news,neutral_factual,positive,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090823982056432048,1204529213975531520,2026-08-21 15:30:57+00:00,2026-08-21,15,pt,florence pugh unica atriz INTACTA ao ozempic em hollywood abençoa senhor 🙏🙏🙏🙏,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,6.0,0.0,0.0,0.0,609.0,0.0,,,,2090823982056432048,,,2090384277661691947,2026-08-31 09:13:54.543000+00:00,,0,0,2026-08-31 09:13:53.909000+00:00,110,1,2026-08-31 09:13:53.909000+00:00,False,celebrity_watch|appearance_commentary,ozempic,praise_endorse,praising,positive,observer_commentator,,florence pugh,high,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
2090824004873703835,385379686,2026-08-21 15:31:03+00:00,2026-08-21,15,en,"RT @JanciToxDoc: Don’t take another shot—  not a vaccine— not a weight loss drug, not anything unless you must—  in this current climate of…",False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,0.0,0.0,303.0,0.0,0.0,0.0,,,,2090824004873703835,,,,2026-08-22 23:19:15.793000+00:00,,0,0,2026-08-22 23:19:15.528000+00:00,110,1,2026-08-22 23:19:15.528000+00:00,False,conspiracy_misinfo,glp1_generic,criticize_attack,angry|anxious_fearful,strongly_negative,observer_commentator,,,high,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
